workload,regime,loss_budget,port_budget,assignment,time_s,port_usage,max_loss_db,feasible,failure_reason
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP1-PP2-DP1,,4.2,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP1-PP2-DP2,,5.7,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP1-PP2-DP3,0.33307029489333334,8.2,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP1-PP3-DP1,,6.2,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP1-PP3-DP2,,7.7,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP1-PP3-DP3,0.33494304838666666,10.2,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP2-PP1-DP1,,4.8,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP2-PP1-DP2,,6.3,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP2-PP1-DP3,0.45845482865333337,8.8,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP2-PP2-DP1,,6.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP2-PP2-DP2,,7.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP2-PP2-DP3,0.4588989370266667,10.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP2-PP3-DP1,,8.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP2-PP3-DP2,,9.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP2-PP3-DP3,0.46077169052,12.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP3-PP1-DP1,,7.8,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP3-PP1-DP2,,9.3,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP3-PP1-DP3,1.0344221971866667,11.8,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP3-PP2-DP1,,9.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP3-PP2-DP2,,10.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP3-PP2-DP3,,13.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP3-PP3-DP1,,11.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP3-PP3-DP2,,12.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,medium,TP3-PP3-DP3,,15.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP1-PP1-DP2,,4.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP1-PP1-DP3,0.33262618652000003,7.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP1-PP2-DP1,,4.2,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP1-PP2-DP2,,5.7,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP1-PP2-DP3,0.33307029489333334,8.2,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP1-PP3-DP1,,6.2,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP1-PP3-DP2,,7.7,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP1-PP3-DP3,0.33494304838666666,10.2,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP2-PP1-DP1,,4.8,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP2-PP1-DP2,,6.3,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP2-PP1-DP3,0.45845482865333337,8.8,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP2-PP2-DP1,,6.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP2-PP2-DP2,,7.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP2-PP2-DP3,0.4588989370266667,10.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP2-PP3-DP1,,8.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP2-PP3-DP2,,9.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP2-PP3-DP3,0.46077169052,12.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP3-PP1-DP1,,7.8,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP3-PP1-DP2,,9.3,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP3-PP1-DP3,1.0344221971866667,11.8,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP3-PP2-DP1,,9.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP3-PP2-DP2,,10.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP3-PP2-DP3,1.03486630556,13.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP3-PP3-DP1,,11.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP3-PP3-DP2,,12.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,medium,high,TP3-PP3-DP3,1.0367390590533334,15.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP1-PP1-DP2,,4.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP1-PP1-DP3,0.33262618652000003,7.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP1-PP2-DP1,,4.2,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP1-PP2-DP2,,5.7,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP1-PP2-DP3,,8.2,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP1-PP3-DP1,,6.2,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP1-PP3-DP2,,7.7,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP1-PP3-DP3,,10.2,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP2-PP1-DP1,,4.8,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP2-PP1-DP2,,6.3,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP2-PP1-DP3,,8.8,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP2-PP2-DP1,,6.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP2-PP2-DP2,,7.5,6.5,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP2-PP2-DP3,,10.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP2-PP3-DP1,,8.0,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP2-PP3-DP2,,9.5,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP2-PP3-DP3,,12.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP3-PP1-DP1,,7.8,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP3-PP1-DP2,,9.3,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP3-PP1-DP3,,11.8,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP3-PP2-DP1,,9.0,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP3-PP2-DP2,,10.5,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP3-PP2-DP3,,13.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP3-PP3-DP1,,11.0,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP3-PP3-DP2,,12.5,11.0,False,port+reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,low,TP3-PP3-DP3,,15.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP1-PP1-DP2,,4.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP1-PP1-DP3,0.33262618652000003,7.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP1-PP2-DP1,,4.2,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP1-PP2-DP2,,5.7,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP1-PP2-DP3,0.33307029489333334,8.2,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP1-PP3-DP1,,6.2,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP1-PP3-DP2,,7.7,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP1-PP3-DP3,0.33494304838666666,10.2,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP2-PP1-DP1,,4.8,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP2-PP1-DP2,,6.3,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP2-PP1-DP3,0.45845482865333337,8.8,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP2-PP2-DP1,,6.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP2-PP2-DP2,,7.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP2-PP2-DP3,0.4588989370266667,10.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP2-PP3-DP1,,8.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP2-PP3-DP2,,9.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP2-PP3-DP3,0.46077169052,12.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP3-PP1-DP1,,7.8,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP3-PP1-DP2,,9.3,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP3-PP1-DP3,1.0344221971866667,11.8,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP3-PP2-DP1,,9.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP3-PP2-DP2,,10.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP3-PP2-DP3,,13.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP3-PP3-DP1,,11.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP3-PP3-DP2,,12.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,medium,TP3-PP3-DP3,,15.0,11.0,False,port
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP1-PP1-DP1,,3.0,2.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP1-PP1-DP2,,4.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP1-PP1-DP3,0.33262618652000003,7.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP1-PP2-DP1,,4.2,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP1-PP2-DP2,,5.7,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP1-PP2-DP3,0.33307029489333334,8.2,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP1-PP3-DP1,,6.2,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP1-PP3-DP2,,7.7,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP1-PP3-DP3,0.33494304838666666,10.2,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP2-PP1-DP1,,4.8,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP2-PP1-DP2,,6.3,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP2-PP1-DP3,0.45845482865333337,8.8,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP2-PP2-DP1,,6.0,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP2-PP2-DP2,,7.5,6.5,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP2-PP2-DP3,0.4588989370266667,10.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP2-PP3-DP1,,8.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP2-PP3-DP2,,9.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP2-PP3-DP3,0.46077169052,12.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP3-PP1-DP1,,7.8,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP3-PP1-DP2,,9.3,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP3-PP1-DP3,1.0344221971866667,11.8,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP3-PP2-DP1,,9.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP3-PP2-DP2,,10.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP3-PP2-DP3,1.03486630556,13.0,11.0,True,
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP3-PP3-DP1,,11.0,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP3-PP3-DP2,,12.5,11.0,False,reach
LLaMA-13B-like_DP-heavy_TP8_PP2_DP64,deep_oversubscribed_global_bottleneck,relaxed,high,TP3-PP3-DP3,1.0367390590533334,15.0,11.0,True,
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP1-PP1-DP1,,3.0,2.5,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP1-PP1-DP2,,4.0,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP1-PP1-DP3,,6.0,10.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP1-PP2-DP1,,3.8,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP1-PP2-DP2,,4.8,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP1-PP2-DP3,1.138014501748,6.8,10.0,True,
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP1-PP3-DP1,,5.4,10.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP1-PP3-DP2,,6.4,10.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP1-PP3-DP3,,8.4,10.0,False,port
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP2-PP1-DP1,,4.2,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP2-PP1-DP2,,5.2,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP2-PP1-DP3,,7.2,10.0,False,port+reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP2-PP2-DP1,,5.0,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP2-PP2-DP2,,6.0,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP2-PP2-DP3,,8.0,10.0,False,port
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP2-PP3-DP1,,6.6,10.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP2-PP3-DP2,,7.6,10.0,False,port+reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP2-PP3-DP3,,9.6,10.0,False,port
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP3-PP1-DP1,,6.6,10.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP3-PP1-DP2,,7.6,10.0,False,port+reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP3-PP1-DP3,,9.6,10.0,False,port+reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP3-PP2-DP1,,7.4,10.0,False,port+reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP3-PP2-DP2,,8.4,10.0,False,port+reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP3-PP2-DP3,,10.4,10.0,False,port
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP3-PP3-DP1,,9.0,10.0,False,port+reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP3-PP3-DP2,,10.0,10.0,False,port+reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,low,TP3-PP3-DP3,,12.0,10.0,False,port
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP1-PP1-DP1,,3.0,2.5,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP1-PP1-DP2,,4.0,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP1-PP1-DP3,,6.0,10.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP1-PP2-DP1,,3.8,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP1-PP2-DP2,,4.8,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP1-PP2-DP3,1.138014501748,6.8,10.0,True,
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP1-PP3-DP1,,5.4,10.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP1-PP3-DP2,,6.4,10.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP1-PP3-DP3,1.145144162676,8.4,10.0,True,
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP2-PP1-DP1,,4.2,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP2-PP1-DP2,,5.2,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP2-PP1-DP3,,7.2,10.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP2-PP2-DP1,,5.0,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP2-PP2-DP2,,6.0,6.0,False,reach
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP2-PP2-DP3,1.396326447988,8.0,10.0,True,
GPT-3-175B-like_mixed_TP8_PP8_DP16,reach_only_depth_is_costly,strict,medium,TP2-PP3-DP1,,6.6,10.0,False,reach
